,id,prism_ppt,prism_tmean,prism_tmin,prism_tmax,prism_tdmean,prism_vpdmin,prism_vpdmax,pml_GPP,pml_Ec,pml_Es,pml_Ei,pml_qc,modis_ET,modis_LE,modis_PET,modis_PLE,modis_ET_QC,modis_NDSI_Snow_Cover,modis_NDSI_Snow_Cover_Basic_QA,modis_NDSI_Snow_Cover_Algorithm_Flags_QA,modis_NDSI,modis_orbit_pnt,modis_granule_pnt,modis_NDSI_Snow_Cover_Class,modis_Snow_Albedo_Daily_Tile_Class,modis_Snow_Albedo_Daily_Tile,q_cfs,q_m3day,q_m,q_mm
16,2001-01-17,0.0,3.949497424078445,-2.3341866444070596,10.234203824644561,-7.002621241874252,1.644043432094292,8.833212342692798,,,,,,86.39097719327451,267.77829199267507,115.24348260362908,356.9332112535373,53.90501354021811,0.0,0.9112855970936363,1.333177077229579,-743.1666471346535,1.0,1.0,201.0,123.56556896753777,,7.8,19085.811384876804,0.0011383993421394234,1.1383993421394234
17,2001-01-18,0.0,5.971106791921239,-2.1306279171023217,14.074729394448147,-6.02398509218809,1.7872614973679923,12.148252773203557,,,,,,,,,,,,0.0,0.0,3008.802824329075,1.0,2.0,250.0,150.0,,7.0,17128.292268479185,0.0010216404352533287,1.0216404352533286
18,2001-01-19,0.0,5.5106197955209835,0.7990310462089256,10.22366583610113,-1.4667614383149425,1.1948964505770872,7.1594796708236785,,,,,,,,,,,0.0,0.4877534278682761,3.65791632485644,-655.9397632720028,1.0,1.0,,125.0,,6.4,15660.152931180968,0.0009340712550887576,0.9340712550887575
19,2001-01-20,0.1856242051229422,9.950258899365533,2.9864878532128962,16.914467977416674,1.8253826591765476,0.7670512619187362,10.95057336954286,,,,,,,,,,,,0.0,0.0,1644.9875776397516,1.0,2.0,250.0,150.0,,5.9,14436.703483432457,0.0008610969382849485,0.8610969382849485
20,2001-01-21,0.0,6.660763519858124,3.307208638612334,10.014776109241485,-0.2452973671692695,2.0645516816347187,6.604035202057711,,,,,,,,,,,,0.0,0.0,1918.025372084848,1.0,1.0,250.0,150.0,,5.5,13457.943925233643,0.000802717484841901,0.802717484841901
21,2001-01-22,0.0,8.86684201753108,4.1199760514190285,13.615357079910762,-0.3505769851234708,2.511074373115459,9.58864639119349,,,,,,,,,,,0.0,1.0,4.421305519746865,-442.48886675260746,1.0,1.0,,125.0,,5.1,12479.184367034832,0.0007443380313988536,0.7443380313988536
22,2001-01-23,0.6484190186476699,9.06958887331177,3.2370250372198797,14.903580891407906,-0.09630390913925468,1.3896632143833823,10.614897037962194,,,,,,,,,,,,0.11807101839915621,0.0,3427.8590765264257,1.0,2.0,250.0,150.0,,7.9,19330.501274426508,0.001152994205500185,1.1529942055001852
23,2001-01-24,30.545137030228513,3.6633923092919463,0.8165271933102421,6.510718970477961,3.255318794553207,0.019514478930402916,2.9437593480228648,,,,,,,,,,,5.800000000000001,0.016406890894175557,0.282081331302004,1017.2423632488753,1.0,2.0,247.62477558348294,146.29744084983102,18.84939759036145,11.0,26915.887850467287,0.001605434969683802,1.605434969683802
24,2001-01-25,11.956528266931057,3.4270718963456757,-0.03650877968862394,6.891324148883301,1.4026170191282925,0.01983791983883791,2.045228610879907,,,,,,69.91196240042854,217.01950823354585,114.46776562473002,355.2888566343545,20.210056356583472,,0.0,0.0,797.5012305168173,1.0,1.0,250.0,150.0,,16.0,39150.38232795242,0.002335178137721894,2.335178137721894
25,2001-01-26,37.94022161874004,1.3798014352442907,-0.375378587401904,3.1364538813667093,0.4879089198949356,0.0036986486787391345,0.2826612516551915,,,,,,,,,,,42.2,0.029883979842962618,0.0,2472.955935778742,1.0,1.0,250.0,150.0,16.4,29.0,70960.06796941377,0.004232510374620933,4.232510374620933
26,2001-01-27,20.92613544703033,2.3846791275359087,-0.9141211530123191,5.684109718483918,0.9283327162091833,0.011575225642241073,1.7544794240584685,,,,,,,,,,,15.900336856777791,0.8422008672213757,2.043361068791749,1973.6998710887142,1.0,2.0,201.0,111.26367081754198,12.234497816593887,26.0,63619.37128292268,0.0037946644737980777,3.7946644737980777
27,2001-01-28,1.9832591167849531,4.862089032997949,-1.1995701260765386,10.924726142595567,-1.1819329084869892,0.6137876294518824,6.93242897904086,,,,,,,,,,,2.8111569746266842,0.0,2.437243642329779,232.02138755420134,1.0,2.0,207.7871621621622,124.28506279379779,17.314255243512267,20.0,48937.97790994052,0.0029189726721523673,2.918972672152367
28,2001-01-29,4.1465534133904285,5.2539231053040085,-1.1008819873506495,11.609278666605418,0.4669605465265908,0.027699950230717443,7.857594156802619,,,,,,,,,,,5.77177789098319,0.29005039259346066,1.8655806867455762,832.9353099730461,1.0,1.0,228.5037925803337,126.6738700751087,14.779131355932202,19.0,46491.079014443494,0.002773024038544749,2.7730240385447487
29,2001-01-30,4.731245670385829,2.2272776515623134,-1.5230112810500545,5.9794765539078965,-0.6221527236947865,0.06017712174486981,3.21225774678352,,,,,,,,,,,,0.0,0.0,3434.4559357787425,1.0,1.0,250.0,150.0,,16.0,39150.38232795242,0.002335178137721894,2.335178137721894
30,2001-01-31,0.0,3.1536450757168093,-2.6668539698709566,8.975210871259947,-3.3184612101872286,0.4573560786807627,6.651054150253335,,,,,,,,,,,0.828755337454592,0.8573186452595805,2.994960740653932,-185.7104183757178,1.0,2.0,201.0,123.00048473097429,13.772241992882565,14.0,34256.58453695837,0.0020432808705066574,2.043280870506657
31,2001-02-01,0.0,7.722666923933313,0.816657961854625,14.630302579146132,-3.5983148917080126,2.608127974079791,11.726181839138949,,,,,,,,,,,,0.0,0.0,2438.0900621118008,1.0,1.0,250.0,150.0,,12.0,29362.786745964313,0.0017513836032914203,1.7513836032914203
32,2001-02-02,0.02205329340517689,7.145708685606774,1.6883823253113674,12.603686502602502,-1.8238743773946267,1.659607844501406,9.241515683521943,,,,,,81.34616409607251,251.88537259735506,122.71592991105634,380.1330990372764,14.072473102539705,,0.0,0.0,1310.6887964373616,1.0,1.0,250.0,150.0,,11.0,26915.887850467287,0.001605434969683802,1.605434969683802
33,2001-02-03,0.8486702958387747,7.57969221015262,3.9405873586100357,11.220358210976293,3.8538475156510117,0.31619934858307286,5.148034665707985,,,,,,,,,,,0.0,0.0,3.397046759639048,463.79806653056335,1.0,2.0,,125.0,,11.0,26915.887850467287,0.001605434969683802,1.605434969683802
34,2001-02-04,0.0,11.945599749547185,6.228107960165386,17.663616446744815,6.711301741225168,0.8186564657673073,9.714600577435998,,,,,,,,,,,0.0,0.44427516699871095,0.8877299894527131,-887.2204968944101,1.0,1.0,,125.0,,11.0,26915.887850467287,0.001605434969683802,1.605434969683802
35,2001-02-05,0.0,12.160620999861827,5.16712128034381,19.154928443750094,5.048859780175039,0.7970448357622566,11.229272589098857,,,,,,,,,,,0.0,0.9657213172389546,5.307629204265791,-447.6366459627329,1.0,1.0,,125.0,,10.0,24468.98895497026,0.0014594863360761837,1.4594863360761836
36,2001-02-06,0.0,7.009818036582043,0.3894943498753733,13.63133232903857,1.2981288615035973,0.26113783418182224,7.1122927883651545,,,,,,,,,,,1.1627412031782065,0.0,1.26274463846244,25.527071369975403,1.0,1.0,230.76296296296294,126.05935507829422,16.02750275027503,9.1,22266.779949022937,0.001328132565829327,1.328132565829327
37,2001-02-07,0.0,1.501805788744421,-2.0907046524926978,5.0949906301997245,-2.4374569963446557,0.36015884974624446,3.7116218596096062,,,,,,,,,,,0.0,0.9812492675495137,0.6862768076878004,-936.0866049455058,1.0,1.0,201.0,124.64139224188443,,7.8,19085.811384876804,0.0011383993421394234,1.1383993421394234
38,2001-02-08,0.0,2.2470585090515773,-3.2745899482735266,7.769249073706451,-6.071156666146426,0.5789919097888231,6.831921423032279,,,,,,,,,,,0.0,0.0,0.0,-406.3703855619362,0.9994140396109222,1.9988280792218445,250.0,149.98535099027308,,7.0,17128.292268479185,0.0010216404352533287,1.0216404352533286
39,2001-02-09,6.4075505068641165,3.791401769049491,-2.061863095396504,9.645341382309052,-3.3553205880372476,0.02830480876636832,7.840502975861897,,,,,,,,,,,,0.0,0.0,4947.11432087191,1.0,2.0,250.0,150.0,,11.0,26915.887850467287,0.001605434969683802,1.605434969683802
40,2001-02-10,20.7932811770972,0.6827681661267664,-1.07450164567114,2.4404976147547335,0.007536080046830487,0.0054487946134108125,0.3074873706295531,,,,,,65.02453328348791,202.0793943783733,95.13044697306012,295.36860674314835,39.63946424650514,,0.0,0.0,2326.256123286066,1.0,1.0,250.0,150.0,,10.0,24468.98895497026,0.0014594863360761837,1.4594863360761836
41,2001-02-11,18.298509031388352,2.103953022043337,-1.622296942639553,5.830641270026379,0.15004208987169051,0.025477394436877895,2.160291242143481,,,,,,,,,,,,0.23678659322629791,0.0,4234.327610453534,1.0,1.0,250.0,150.0,,13.0,31809.68564146134,0.0018973322368990389,1.8973322368990388
42,2001-02-12,14.141573219152024,0.305275550928755,-2.176955811313073,2.787450262358378,-1.1613175402598352,0.026238270622424658,0.6842794814798305,,,,,,,,,,,,0.0,0.0,2478.1217039728126,1.0,2.0,250.0,150.0,,13.0,31809.68564146134,0.0018973322368990389,1.8973322368990388
43,2001-02-13,0.9166198591772147,1.883834850096079,-2.8935387192034505,6.66213963959089,-1.904050514552235,0.041597675670757714,3.433812897618435,,,,,,,,,,,19.560150062526056,0.0,1.6713934138052267,2509.0083792335636,1.0,2.0,244.95602445277063,133.96421295065994,22.15907910680283,13.0,31809.68564146134,0.0018973322368990389,1.8973322368990388
44,2001-02-14,0.0,5.034490937458318,-2.457936599879422,12.527937118255556,-6.0016716105794625,1.442399431836732,10.404378315780834,,,,,,,,,,,4.5062070380629935,0.7310441814133364,2.487987812023907,958.1406470588236,1.0,1.0,201.0,113.98224926299946,15.329474621549421,13.0,31809.68564146134,0.0018973322368990389,1.8973322368990388
45,2001-02-15,0.4713618223961943,6.155175347923993,-0.9899799749392333,13.300901613092888,-3.1839679539168855,0.4879487412133911,10.836207471013536,,,,,,,,,,,,0.0,0.0,1075.8018867924534,1.0,1.0,250.0,150.0,,12.0,29362.786745964313,0.0017513836032914203,1.7513836032914203
46,2001-02-16,8.111960454210417,3.7982082526010394,0.022427231138943838,7.575247532709195,1.270710694898536,0.0653770047670685,3.4286396942220865,,,,,,,,,,,,0.0,0.0,774.8789405836163,1.0,2.0,250.0,150.0,,14.0,34256.58453695837,0.0020432808705066574,2.043280870506657
47,2001-02-17,19.68878957499815,4.518700401082815,2.545213143162823,6.492735797049878,2.1835928366811834,0.36415538460876606,2.8148866787867943,,,,,,,,,,,,0.0,0.0,3585.7344427516696,1.0,1.0,250.0,150.0,,26.0,63619.37128292268,0.0037946644737980777,3.7946644737980777
48,2001-02-18,33.29241580001453,4.474709748504608,3.0463613412101163,5.903627834445095,3.5618522998186553,0.03850042666419181,2.5719117025048157,,,,,,107.67897727272727,334.3330965909091,136.25923295454544,423.9133522727273,98.72675107955786,,0.0,0.0,1893.4320871909056,1.0,1.0,250.0,150.0,,43.0,105216.65250637212,0.006275791245127589,6.275791245127589
49,2001-02-19,12.285482339392727,6.317296051451339,3.5725619308886305,9.06294213202797,4.474328682418677,0.01948498191924697,3.0867185863579145,,,,,,,,,,,,0.0,0.0,1952.6882104769716,1.0,2.0,250.0,150.0,,48.0,117451.14698385725,0.007005534413165681,7.005534413165681
50,2001-02-20,27.83458293770414,4.249706999954687,1.9434366901856535,6.55744943480474,3.305504482724695,0.019380236164197685,1.044924214211353,,,,,,,,,,,67.56753522999202,0.10207429977733505,0.0,6603.574827141689,1.0,1.0,250.0,150.0,81.92116458388725,209.0,511401.86915887846,0.03050326442399224,30.50326442399224
51,2001-02-21,59.89580206536417,4.624689716282935,3.321214668538711,5.9290556934628835,4.0360643992665715,0.012658555067022612,0.4215550742100435,,,,,,,,,,,,0.0,0.0,1852.4683581389893,1.0,2.0,250.0,150.0,,216.0,528530.1614273577,0.03152490485924557,31.52490485924557
52,2001-02-22,49.90438081392542,4.520518368513899,1.6120567272483692,7.43088748202103,2.9130188391814835,0.046371570374072864,2.430086272334355,,,,,,,,,,,,0.0,0.0,1895.147954998242,1.0,2.0,250.0,150.0,,154.0,376822.429906542,0.022476089575573226,22.476089575573226
53,2001-02-23,41.1092318355574,2.0499165206498655,-1.3501914896994882,5.451460709865353,0.7022381545756281,0.011793202394809837,1.404205471934218,,,,,,,,,,,,0.0,0.0,2252.280850814486,1.0,2.0,250.0,150.0,,104.0,254477.48513169072,0.01517865789519231,15.17865789519231
54,2001-02-24,7.733285626366181,4.074486169240025,-2.1222793870164263,10.272338720066548,0.9618020915500199,0.007539487147277854,5.596415142406492,,,,,,,,,,,,0.0,0.0,1270.872787999531,1.0,2.0,250.0,150.0,,85.0,207986.4061172472,0.012405633856647561,12.405633856647562
55,2001-02-25,24.960467931884196,2.0162820359123734,0.15685248170886765,3.876800360637025,1.3334286338965182,0.02958483302270227,0.5209512357955743,,,,,,,,,,,0.0,0.0,0.22887612797374898,-215.616899097621,1.0,1.0,250.0,144.11402789171453,,112.0,274052.67629566696,0.01634624696405326,16.346246964053257
56,2001-02-26,20.35370642515998,4.549541453478531,0.37924482637484214,8.720490417519859,2.6561124774168317,0.01776325548206428,3.569042683107993,,,,,,110.53123271434217,342.29302647175024,188.12992888186486,582.3975503753455,14.4109639171485,2.013329180940517,0.0,3.8180007031524674,606.8930622289934,1.0,1.0,201.0,123.2964263146809,13.070492383988668,96.0,234902.2939677145,0.014011068826331362,14.011068826331362
57,2001-02-27,0.0,8.977311694305724,2.8789680095749333,15.076654266273842,-1.9785198507346216,1.951737083846235,11.16161778340014,,,,,,,,,,,0.0,0.41960623461853985,1.3315363881401618,-1081.6677018633543,1.0,1.0,,125.0,,74.0,181070.51826677992,0.010800198886963758,10.800198886963758
58,2001-02-28,0.0,11.01999249893125,3.1553247577374,18.885010305125572,-6.846206632326488,4.295977802231224,18.139371873404038,,,,,,,,,,,,0.0,0.0,295.51171920778165,1.0,2.0,250.0,150.0,,58.0,141920.13593882753,0.008465020749241867,8.465020749241866
59,2001-03-01,0.0,8.036846729162615,1.4514303824932944,14.623454458267268,-7.983693825156507,3.5100110408373797,13.450780227252485,,,,,,,,,,,,0.0,0.0,5310.427809680065,1.0,1.0,250.0,150.0,,48.0,117451.14698385725,0.007005534413165681,7.005534413165681
